edge_id;node_from;node_to;max_speed_dir_malles;max_speed_dir_merano;length;gradient;scenario;edge_type
Dev_PL24_01_side-Pr_I_PL24_51_side;Dev_PL24_01_side;Pr_I_PL24_51_side;70;70;0,05;16,44;dt_sblLac_sil;straight
Pr_I_PL24_51_side-PL24_side;Pr_I_PL24_51_side;PL24_side;70;70;0,023;16,52;dt_sblLac_sil;straight
PL24_side-Pr_I_PL24_52_side;PL24_side;Pr_I_PL24_52_side;70;70;0,024;16,67;dt_sblLac_sil;straight
Pr_I_PL24_52_side-Pr_E_PL24_02_side;Pr_I_PL24_52_side;Pr_E_PL24_02_side;70;70;0,103;16,41;dt_sblLac_sil;straight
Pr_E_PL24_02_side-HD_504_02_side;Pr_E_PL24_02_side;HD_504_02_side;70;70;1;16,5;dt_sblLac_sil;straight
HD_504_02_side-Pr_E_SIL_01_side;HD_504_02_side;Pr_E_SIL_01_side;70;70;0,533;16,49;dt_sblLac_sil;straight
Pr_E_SIL_01_side-PL25_side;Pr_E_SIL_01_side;PL25_side;70;70;0,116;16,47;dt_sblLac_sil;straight
PL25_side-Pr_I_SIL_91_side;PL25_side;Pr_I_SIL_91_side;70;70;0,014;16,43;dt_sblLac_sil;straight
Pr_I_SIL_91_side-Pa_E_SIL_81_side;Pr_I_SIL_91_side;Pa_E_SIL_81_side;70;70;0,024;16,67;dt_sblLac_sil;straight
Pa_E_SIL_81_side-km68500_side;Pa_E_SIL_81_side;km68500_side;70;70;0,036;16,39;dt_sblLac_sil;straight
km68500_side-km68650_side;km68500_side;km68650_side;60;60;0,15;16,47;dt_sblLac_sil;straight
km68650_side-IG_GEO_side;km68650_side;IG_GEO_side;70;70;0,212;16,51;dt_sblLac_sil;straight
IG_GEO_side-Pr_I_SIL_71_side;IG_GEO_side;Pr_I_SIL_71_side;70;70;0,094;5,43;dt_sblLac_sil;straight
Pr_I_SIL_71_side-SG_GEO_side;Pr_I_SIL_71_side;SG_GEO_side;70;70;0,048;3,96;dt_sblLac_sil;straight
SG_GEO_side-Dev_SIL_05_side;SG_GEO_side;Dev_SIL_05_side;70;70;0,051;1,57;dt_sblLac_sil;straight
Dev_SIL_05_side-Pa_I_SIL_31_side;Dev_SIL_05_side;Pa_I_SIL_31_side;70;70;0,11;0;dt_sblLac_sil;straight
Dev_SIL_05-Pa_I_SIL_31_side;Dev_SIL_05;Pa_I_SIL_31_side;70;70;0,11;0;existing;connecting
Pa_I_SIL_31_side-SIL_side;Pa_I_SIL_31_side;SIL_side;70;70;0,11;0;existing;straight
SIL_side-Pa_I_SIL_32_side;SIL_side;Pa_I_SIL_32_side;70;70;0,068;0;existing;straight
Pa_I_SIL_32_side-Dev_SIL_02_side;Pa_I_SIL_32_side;Dev_SIL_02_side;70;70;0,079;0;side;straight
Pa_I_SIL_32_side-Dev_SIL_02;Pa_I_SIL_32_side;Dev_SIL_02;70;70;0,079;0;existing;connecting
Dev_SIL_02_side-Pr_I_SIL_52_side;Dev_SIL_02_side;Pr_I_SIL_52_side;70;70;0,05;0;side;straight
Pr_I_SIL_52_side-Pa_E_SIL_62_side;Pr_I_SIL_52_side;Pa_E_SIL_62_side;70;70;0,14;16,71;side;straight
Pa_E_SIL_62_side-Pr_E_SIL_02_side;Pa_E_SIL_62_side;Pr_E_SIL_02_side;70;70;0,15;26,93;side;straight
Pr_E_SIL_02_side-km70200_side;Pr_E_SIL_02_side;km70200_side;100;100;0,438;26,94;dt_70200_lasa;straight
km70200_side-HD_601_02_side;km70200_side;HD_601_02_side;100;100;0,562;26,92;dt_70200_lasa;straight
HD_601_02_side-HD_601_04_side;HD_601_02_side;HD_601_04_side;100;100;1;26,93;dt_70200_lasa;straight
HD_601_04_side-HD_601_06_side;HD_601_04_side;HD_601_06_side;100;100;1;26,93;dt_70200_lasa;straight
HD_601_06_side-HD_601_08_side;HD_601_06_side;HD_601_08_side;100;100;1;26,93;dt_70200_lasa;straight
HD_601_08_side-HD_601_10_side;HD_601_08_side;HD_601_10_side;100;100;1;6,61;dt_70200_lasa;straight
HD_601_10_side-km75800_side;HD_601_10_side;km75800_side;100;100;1038;0,9;dt_70200_lasa;straight
km75800_side-Pr_E_LASA_01_side;km75800_side;Pr_E_LASA_01_side;70;70;0,07;1;dt_70200_lasa;straight
Pr_E_LASA_01_side-Pr_I_LASA_91_side;Pr_E_LASA_01_side;Pr_I_LASA_91_side;70;70;0,101;0,89;dt_70200_lasa;straight
Pr_I_LASA_91_side-PL27_side;Pr_I_LASA_91_side;PL27_side;70;70;0,025;0,8;dt_70200_lasa;straight
PL27_side-Pa_E_LASA_81_side;PL27_side;Pa_E_LASA_81_side;70;70;0,025;0,8;dt_70200_lasa;straight
Pa_E_LASA_81_side-Pr_I_LASA_71_side;Pa_E_LASA_81_side;Pr_I_LASA_71_side;70;70;0,186;0,86;dt_70200_lasa;straight
Pr_I_LASA_71_side-PL28_side;Pr_I_LASA_71_side;PL28_side;70;70;0,028;0;dt_70200_lasa;straight
PL28_side-Pa_I_LASA_61_side;PL28_side;Pa_I_LASA_61_side;70;70;0,023;0;dt_70200_lasa;straight
Pa_I_LASA_61_side-Pr_I_LASA_51_side;Pa_I_LASA_61_side;Pr_I_LASA_51_side;70;70;0,034;0;dt_70200_lasa;straight
Pr_I_LASA_51_side-Dev_LASA_01_side;Pr_I_LASA_51_side;Dev_LASA_01_side;70;70;0,02;0;dt_70200_lasa;straight
Dev_LASA_01_side-Pa_I_LASA_31_side;Dev_LASA_01_side;Pa_I_LASA_31_side;70;70;0,116;0;dt_70200_lasa;straight
Dev_LASA_01-Pa_I_LASA_31_side;Dev_LASA_01;Pa_I_LASA_31_side;70;70;0,116;0;existing;connecting
Pa_I_LASA_31_side-LASA_side;Pa_I_LASA_31_side;LASA_side;70;70;0,017;0;existing;straight
LASA_side-Pa_I_LASA_32_side;LASA_side;Pa_I_LASA_32_side;70;70;0,14;0;existing;straight
Pa_I_LASA_32_side-Dev_LASA_02_side;Pa_I_LASA_32_side;Dev_LASA_02_side;70;70;0,086;0;dt_lasa_oris;straight
Pa_I_LASA_32_side-Dev_LASA_02;Pa_I_LASA_32_side;Dev_LASA_02;70;70;0,086;0;connecting;connecting
Dev_LASA_02_side-Pr_I_LASA_52_side;Dev_LASA_02_side;Pr_I_LASA_52_side;100;100;0,05;1,2;dt_lasa_oris;straight
Pr_I_LASA_52_side-Pa_I_LASA_62_side;Pr_I_LASA_52_side;Pa_I_LASA_62_side;100;100;0,071;2,11;dt_lasa_oris;straight
Pa_I_LASA_62_side-PL29_side;Pa_I_LASA_62_side;PL29_side;100;100;0,026;2,31;dt_lasa_oris;straight
PL29_side-Pr_I_LASA_72_side;PL29_side;Pr_I_LASA_72_side;100;100;0,047;2,13;dt_lasa_oris;straight
Pr_I_LASA_72_side-Pa_E_LASA_82_side;Pr_I_LASA_72_side;Pa_E_LASA_82_side;100;100;0,117;2,14;dt_lasa_oris;straight
Pa_E_LASA_82_side-Pr_E_LASA_02_side;Pa_E_LASA_82_side;Pr_E_LASA_02_side;100;100;0,151;2,12;dt_lasa_oris;straight
Pr_E_LASA_02_side-HD_701_01_side;Pr_E_LASA_02_side;HD_701_01_side;100;100;1;2,16;dt_lasa_oris;straight
HD_701_01_side-SblLasa46915_side;HD_701_01_side;SblLasa46915_side;100;100;0,265;2,15;dt_lasa_oris;straight
SblLasa46915_side-HD_701_03_side;SblLasa46915_side;HD_701_03_side;100;100;0,735;2,16;dt_lasa_oris;straight
HD_701_03_side-Pr_E_ORIS_01_side;HD_701_03_side;Pr_E_ORIS_01_side;100;100;1198;2,15;dt_lasa_oris;straight
Pr_E_ORIS_01_side-Dev_ORIS_01;Pr_E_ORIS_01_side;Dev_ORIS_01;100;100;1198;2,15;dt_lasa_oris;connecting
Pr_E_ORIS_01_side-Dev_ORIS_01_side;Pr_E_ORIS_01_side;Dev_ORIS_01_side;100;100;0,071;1,58;side;straight
Dev_ORIS_01_side-Pr_I_ORIS_71_side;Dev_ORIS_01_side;Pr_I_ORIS_71_side;100;100;0,03;1,58;side;straight
Pr_I_ORIS_71_side-PL30_side;Pr_I_ORIS_71_side;PL30_side;100;100;0,024;0;side;straight
PL30_side-Pa_ORIS_31_side;PL30_side;Pa_ORIS_31_side;100;100;0,025;0;side;straight
Pa_ORIS_31_side-ORIS_side;Pa_ORIS_31_side;ORIS_side;100;100;0,022;0;side;straight
ORIS_side-Pa_ORIS_32_side;ORIS_side;Pa_ORIS_32_side;100;100;0,127;0,94;side;straight
Pa_ORIS_32_side-Pr_E_ORIS_02_side;Pa_ORIS_32_side;Pr_E_ORIS_02_side;100;100;0,15;4,4;side;straight
Pa_ORIS_32-Pr_E_ORIS_02_side;Pa_ORIS_32;Pr_E_ORIS_02_side;100;100;0,15;4,4;dt_oris_spon;connecting
Pr_E_ORIS_02_side-HD_702_02_side;Pr_E_ORIS_02_side;HD_702_02_side;100;100;1;4,4;dt_oris_spon;straight
HD_702_02_side-Pr_E_SPON_01_side;HD_702_02_side;Pr_E_SPON_01_side;100;100;0,982;4,41;dt_oris_spon;straight
Pr_E_SPON_01_side-Pa_E_SPON_81_side;Pr_E_SPON_01_side;Pa_E_SPON_81_side;100;100;0,172;4,36;dt_oris_spon;straight
Pa_E_SPON_81_side-Pr_I_SPON_71_side;Pa_E_SPON_81_side;Pr_I_SPON_71_side;100;100;0,169;4,38;dt_oris_spon;straight
Pr_I_SPON_71_side-PL31_side;Pr_I_SPON_71_side;PL31_side;100;100;0,024;0;dt_oris_spon;straight
PL31_side-Pr_I_SPON_51_side;PL31_side;Pr_I_SPON_51_side;100;100;0,008;0;dt_oris_spon;straight
Pr_I_SPON_51_side-Pa_I_SPON_61_side;Pr_I_SPON_51_side;Pa_I_SPON_61_side;100;100;0,016;0;dt_oris_spon;straight
Pa_I_SPON_61_side-Dev_SPON_01_side;Pa_I_SPON_61_side;Dev_SPON_01_side;100;100;0,004;0;dt_oris_spon;straight
Dev_SPON_01_side-Pa_I_SPON_31_side;Dev_SPON_01_side;Pa_I_SPON_31_side;100;100;0,117;0;dt_oris_spon;straight
Dev_SPON_01-Pa_I_SPON_31_side;Dev_SPON_01;Pa_I_SPON_31_side;100;100;0,117;0;existing;connecting
Pa_I_SPON_31_side-SPON_side;Pa_I_SPON_31_side;SPON_side;100;100;0,078;0;existing;straight
SPON_side-Pa_I_SPON_32_side;SPON_side;Pa_I_SPON_32_side;100;100;0,119;0;existing;straight
Pa_I_SPON_32_side-Dev_SPON_02_side;Pa_I_SPON_32_side;Dev_SPON_02_side;100;100;0,075;0;dt_spon_slu;straight
Pa_I_SPON_32_side-Dev_SPON_02;Pa_I_SPON_32_side;Dev_SPON_02;100;100;0,075;0;existing;straight
Dev_SPON_02_side-Pr_I_SPON_52_side;Dev_SPON_02_side;Pr_I_SPON_52_side;100;100;0,05;0;dt_spon_slu;straight
Pr_I_SPON_52_side-Pa_E_SPON_62_side;Pr_I_SPON_52_side;Pa_E_SPON_62_side;100;100;0,318;0,35;dt_spon_slu;straight
Pa_E_SPON_62_side-PL32_side;Pa_E_SPON_62_side;PL32_side;100;100;0,025;0,4;dt_spon_slu;straight
PL32_side-Pr_I_SPON_72_side;PL32_side;Pr_I_SPON_72_side;100;100;0,026;0,38;dt_spon_slu;straight
Pr_I_SPON_72_side-Pr_E_SPON_02_side;Pr_I_SPON_72_side;Pr_E_SPON_02_side;100;100;0,1;2,9;dt_spon_slu;straight
Pr_E_SPON_02_side-HD_801_02_side;Pr_E_SPON_02_side;HD_801_02_side;100;100;1;9,4;dt_spon_slu;straight
HD_801_02_side-HD_801_04_side;HD_801_02_side;HD_801_04_side;100;100;1;9,4;dt_spon_slu;straight
HD_801_04_side-SblSpon54860_side;HD_801_04_side;SblSpon54860_side;100;100;0,28;9,39;dt_spon_slu;straight
SblSpon54860_side-km86800_side;SblSpon54860_side;km86800_side;100;100;0,457;9,41;dt_spon_slu;straight
km86800_side-HD_801_06_side;km86800_side;HD_801_06_side;70;70;0,263;9,39;dt_spon_slu;straight
HD_801_06_side-HD_801_07_side;HD_801_06_side;HD_801_07_side;70;70;0,447;9,4;dt_spon_slu;straight
HD_801_07_side-SLU_side;HD_801_07_side;SLU_side;70;70;0,119;1,51;dt_spon_slu;straight
HD_801_07-SLU_side;HD_801_07;SLU_side;70;70;0,119;1,51;dt_slu_mal;connecting
SLU_side-HD_801_08_side;SLU_side;HD_801_08_side;65;65;0,251;14,14;dt_slu_mal;straight
HD_801_08_side-HD_801_10_side;HD_801_08_side;HD_801_10_side;65;65;0,832;23,53;dt_slu_mal;straight
HD_801_10_side-HD_801_12_side;HD_801_10_side;HD_801_12_side;65;65;1;23,54;dt_slu_mal;straight
HD_801_12_side-SblSpon58860_side;HD_801_12_side;SblSpon58860_side;65;65;0,631;23,53;dt_slu_mal;straight
SblSpon58860_side-Pr_E_MAL_01_side;SblSpon58860_side;Pr_E_MAL_01_side;65;65;0,243;23,5;dt_slu_mal;straight
Pr_E_MAL_01_side-Pa_E_MAL_61_side;Pr_E_MAL_01_side;Pa_E_MAL_61_side;65;65;0,151;23,58;dt_slu_mal;straight
Pa_E_MAL_61_side-Pr_I_MAL_51_side;Pa_E_MAL_61_side;Pr_I_MAL_51_side;65;65;0,261;23,52;dt_slu_mal;straight
Pr_I_MAL_51_side-Dev_MAL_05_side;Pr_I_MAL_51_side;Dev_MAL_05_side;65;65;0,118;17,54;dt_slu_mal;straight
Dev_MAL_05-Pa_I_MAL_31d_side;Dev_MAL_05;Pa_I_MAL_31d_side;65;65;0,088;0;existing;straight
Dev_MAL_05_side-Pa_I_MAL_31d_side;Dev_MAL_05_side;Pa_I_MAL_31d_side;65;65;0,088;0;dt_slu_mal;straight
Pa_I_MAL_31d_side-MAL_side;Pa_I_MAL_31d_side;MAL_side;65;65;0,132;0;existing;straight
